 /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m1.par /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m1.table no_h2o_ref 10/12/2020 4.0_0.2 6.3-1P 3 -3.3 9 0.024 -0.016 fcalib F F gamma_press_te23_123mhz_493f 0.000	0.000	98.125	86	311.359	42	485.993	22	14.080	665	93.682	87	589.947	22	1.72E+03	8	356.076	5	0.000	0.000	0.000	999	1.08E+03	6	175.730	52	1.46E+03	5	226.529	25	4.965	390	65.325	133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	219.237	23	0.000	0.000	589.783	20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	438.236	110	0.000	999	0.000	0.000	0.000	0.000	0.000	0.000	0.727	999	1.70E+03	14	64.033	195	3.52E+03	12	536.077	34	1.50E+03	26	474.299	44	-199.229	44	356.076	5	0.000	0.000	0.000	0.000	0.000	0.000	1.69E+03	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.08E+03	5	0.000	0.000	2.31E+03	7	438.236	110	2.48E+03	14	1.70E+03	11	3.58E+03	11	 
 /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m2.par /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m2.table no_h2o_ref 10/12/2020 4.0_0.2 6.3-1P 4 -3.9 8 0.032 -0.016 fcalib F F gamma_press_te23_123mhz_493f 0.000	0.000	0.000	999	366.656	41	540.834	26	126.368	85	98.044	95	378.511	37	1.90E+03	9	387.428	5	0.000	0.000	0.000	999	1.18E+03	6	135.642	79	1.52E+03	5	199.416	34	9.497	233	26.962	370	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	238.055	23	0.000	0.000	665.666	22	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32.626	756	0.000	999	0.000	0.000	0.000	0.000	0.000	0.000	0.000	999	1.92E+03	11	0.000	999	2.94E+03	15	508.738	37	1.92E+03	19	1.63E+03	17	-234.199	42	387.428	5	0.000	0.000	0.000	0.000	0.000	0.000	1.72E+03	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.21E+03	5	0.000	0.000	2.27E+03	8	32.626	756	2.46E+03	15	1.92E+03	11	2.94E+03	15	 
 /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m3.par /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m3.table no_h2o_ref 10/12/2020 4.0_0.2 6.3-1P 5 -4.3 9 0.024 -0.016 fcalib F F gamma_press_te23_123mhz_493f 0.000	0.000	80.792	110	264.530	51	663.488	16	123.550	80	253.754	34	465.438	28	1.84E+03	8	377.475	5	0.000	0.000	0.000	999	1.11E+03	6	297.078	33	1.52E+03	4	176.374	33	15.296	131	110.839	81	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	209.236	24	0.000	0.000	462.436	25	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	543.086	127	178.189	225	0.000	0.000	0.000	0.000	0.000	0.000	0.000	999	1.83E+03	11	74.597	195	3.45E+03	12	566.222	32	1.81E+03	23	1.66E+03	17	74.783	119	377.475	5	0.000	0.000	0.000	0.000	0.000	0.000	1.70E+03	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.13E+03	5	0.000	0.000	2.31E+03	8	721.275	59	3.10E+03	13	1.83E+03	11	3.53E+03	12	 
 /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m4.par /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m4.table no_h2o_ref 10/12/2020 4.0_0.2 6.3-1P 3 -3.2 9 0.024 -0.016 fcalib F F gamma_press_te23_123mhz_493f 0.000	0.000	0.000	999	356.131	37	664.887	14	132.889	72	53.720	156	592.632	22	1.74E+03	8	347.601	5	0.000	0.000	0.000	999	1.25E+03	6	225.886	41	1.37E+03	5	264.463	21	0.000	999	187.743	47	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	218.611	24	0.000	0.000	448.614	21	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	240.866	206	0.000	999	0.000	0.000	0.000	0.000	0.000	0.000	26.005	655	1.97E+03	13	41.836	250	3.56E+03	12	646.784	33	2.16E+03	20	1.17E+03	23	-0.000	999	347.601	5	0.000	0.000	0.000	0.000	0.000	0.000	1.64E+03	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.11E+03	5	0.000	0.000	2.34E+03	8	240.866	206	3.04E+03	13	1.99E+03	10	3.60E+03	12	 
 /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m5.par /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m5.table no_h2o_ref 10/12/2020 4.0_0.2 6.3-1P 2 -4.1 9 0.028 -0.016 fcalib F F gamma_press_te23_123mhz_493f 0.000	0.000	0.000	999	226.253	65	455.865	23	153.120	70	113.516	81	622.079	23	2.00E+03	8	271.165	39	0.000	0.000	118.544	91	1.21E+03	6	127.364	82	1.54E+03	5	221.526	30	0.000	999	53.609	188	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	220.686	26	0.000	0.000	718.934	16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	391.599	134	0.000	999	0.000	0.000	0.000	0.000	0.000	0.000	38.005	509	1.82E+03	15	36.501	334	3.16E+03	14	595.911	35	1.99E+03	21	1.51E+03	18	47.408	218	389.709	5	0.000	0.000	0.000	0.000	0.000	0.000	1.76E+03	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.17E+03	5	0.000	0.000	2.63E+03	7	391.599	134	2.98E+03	13	1.86E+03	11	3.20E+03	14	 
 /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m6.par /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m6.table no_h2o_ref 10/12/2020 4.0_0.2 6.3-1P 4 -3.2 9 0.024 -0.016 fcalib F F gamma_press_te23_123mhz_493f 0.000	0.000	0.000	999	373.642	35	421.726	25	76.576	122	72.915	112	429.408	29	1.87E+03	8	369.410	5	0.000	0.000	0.000	999	1.14E+03	6	24.209	384	1.50E+03	5	130.747	46	0.000	999	38.393	225	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	227.420	21	0.000	0.000	622.582	19	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	738.770	105	97.343	302	0.000	0.000	0.000	0.000	0.000	0.000	170.255	139	1.92E+03	15	127.344	120	3.02E+03	14	537.156	44	1.61E+03	26	1.26E+03	20	52.145	165	369.410	5	0.000	0.000	0.000	0.000	0.000	0.000	1.63E+03	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.04E+03	5	0.000	0.000	2.30E+03	8	836.113	71	2.99E+03	12	2.09E+03	9	3.14E+03	13	 
 /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m7.par /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m7.table no_h2o_ref 10/12/2020 4.0_0.2 6.3-1P 4 -2.9 8 0.028 -0.016 fcalib F F gamma_press_te23_123mhz_493f 0.000	0.000	15.295	600	257.480	52	710.740	14	99.569	96	78.116	101	563.787	24	2.03E+03	7	350.998	5	0.000	0.000	0.000	999	1.24E+03	6	187.577	53	1.41E+03	5	194.770	32	0.000	999	0.000	999	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	264.789	19	0.000	0.000	389.291	26	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	465.863	159	75.867	382	0.000	0.000	0.000	0.000	0.000	0.000	126.623	154	1.67E+03	16	79.784	153	2.45E+03	17	467.152	45	1.52E+03	28	1.44E+03	18	-0.000	999	350.998	5	0.000	0.000	0.000	0.000	0.000	0.000	1.61E+03	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.10E+03	5	0.000	0.000	2.60E+03	7	541.730	101	2.53E+03	15	1.79E+03	11	2.53E+03	16	 
 /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m8.par /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m8.table no_h2o_ref 10/12/2020 4.0_0.2 6.3-1P 4 -1.6 8 0.028 -0.016 fcalib F F gamma_press_te23_123mhz_493f 0.000	0.000	139.330	67	300.393	46	335.344	35	33.928	297	143.110	57	792.549	18	1.88E+03	8	375.525	5	0.000	0.000	0.000	999	1.23E+03	6	55.026	188	1.45E+03	5	231.568	28	0.000	999	0.000	999	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	184.189	29	0.000	0.000	861.838	15	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	999	432.536	79	0.000	0.000	0.000	0.000	0.000	0.000	64.218	259	1.65E+03	13	43.682	255	2.50E+03	16	462.051	38	1.67E+03	23	1.30E+03	19	21.504	428	375.525	5	0.000	0.000	0.000	0.000	0.000	0.000	1.68E+03	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.20E+03	5	0.000	0.000	2.67E+03	7	432.536	79	2.56E+03	14	1.71E+03	11	2.54E+03	16	 
 /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m9.par /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m9.table no_h2o_ref 10/12/2020 4.0_0.2 6.3-1P 3 -4.0 9 0.028 -0.012 fcalib F F gamma_press_te23_123mhz_493f 0.000	0.000	0.000	999	321.174	42	449.861	21	16.908	573	120.934	70	500.322	26	1.77E+03	8	334.816	5	0.000	0.000	0.000	999	1.18E+03	6	194.877	49	1.47E+03	5	187.145	33	31.889	62	17.693	508	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	255.854	20	0.000	0.000	711.145	15	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	609.357	82	0.000	999	0.000	0.000	0.000	0.000	0.000	0.000	1.981	999	1.90E+03	14	73.485	191	3.67E+03	12	606.981	33	1.56E+03	25	1.37E+03	19	-120.874	72	334.816	5	0.000	0.000	0.000	0.000	0.000	0.000	1.65E+03	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.16E+03	5	0.000	0.000	2.27E+03	8	609.357	82	2.78E+03	13	1.90E+03	11	3.75E+03	11	 
 /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m10.par /home/bmi/Documents/MRS/projects/fMRS_dataset_20201007/ima_files/acn0052a_acc_m_5m10.table no_h2o_ref 10/12/2020 4.0_0.2 6.3-1P 4 -3.5 8 0.032 -0.012 fcalib F F gamma_press_te23_123mhz_493f 0.000	0.000	94.082	107	426.014	34	769.269	14	0.000	999	169.543	49	491.239	29	2.15E+03	7	389.671	5	0.000	0.000	0.000	999	1.28E+03	6	75.596	146	1.46E+03	5	103.362	64	7.934	267	0.000	999	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	287.402	18	0.000	0.000	462.215	24	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	999	345.219	86	0.000	0.000	0.000	0.000	0.000	0.000	90.544	151	1.91E+03	12	30.530	294	2.57E+03	17	476.696	42	1.70E+03	23	1.47E+03	19	-0.000	999	389.671	5	0.000	0.000	0.000	0.000	0.000	0.000	1.56E+03	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.23E+03	4	0.000	0.000	2.64E+03	7	345.219	86	2.53E+03	15	2.00E+03	10	2.60E+03	17	 
